pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_met
GJ 3323 c,GJ 3323,1,1,2,Radial Velocity,2017,40.54,0.1264,,2.31,,3159,-0.27
GJ 3341 b,GJ 3341,1,1,1,Radial Velocity,2015,14.207,0.089,,6.6,,3526,-0.09
GJ 338 B b,GJ 338 B,1,2,1,Radial Velocity,2020,24.422,0.142,,10.6,,4014,-0.03
GJ 341 b,GJ 341,1,1,1,Transit,2025,7.57686,,0.88,4,,3770,-0.16
GJ 3470 b,GJ 3470,1,1,1,Radial Velocity,2012,3.3366496,0.0355,4.57,13.9,593.5,3600,0.2
GJ 3473 b,GJ 3473,1,2,2,Transit,2020,1.1980035,0.01589,1.264,1.86,773,3347,0.11
GJ 3473 c,GJ 3473,1,2,2,Radial Velocity,2020,15.509,0.0876,,7.41,329.1,3347,0.11
GJ 3512 b,GJ 3512,1,1,2,Radial Velocity,2019,203.109,0.3376,,146.5188956,,3141,-0.07
GJ 3512 c,GJ 3512,1,1,2,Radial Velocity,2020,2354,1.731,,143.9762684,,3141,-0.07
GJ 357 b,GJ 357,1,1,3,Transit,2019,3.9306,0.036,1.2,,518,3505,-0.12
GJ 357 c,GJ 357,1,1,3,Radial Velocity,2019,9.1247,0.061,,3.4,401.2,3505,-0.12
GJ 357 d,GJ 357,1,1,3,Radial Velocity,2019,55.661,0.204,,6.1,219.6,3505,-0.12
GJ 3634 b,GJ 3634,1,1,1,Radial Velocity,2010,2.64561,0.0287,,8.4,,,
GJ 367 b,GJ 367,1,1,3,Transit,2021,0.3219225,0.00709,0.699,0.633,1365,3522,-0.01
GJ 367 c,GJ 367,1,1,3,Radial Velocity,2023,11.5301,,,4.13,,3522,-0.01
GJ 367 d,GJ 367,1,1,3,Radial Velocity,2023,34.369,,,6.03,,3522,-0.01
GJ 3779 b,GJ 3779,1,1,1,Radial Velocity,2018,3.0232,0.026,,8,,3324,0
GJ 3929 b,GJ 3929,1,1,2,Transit,2022,2.616235,0.0252,1.09,1.75,568,3384,-0.02
GJ 3929 c,GJ 3929,1,1,2,Radial Velocity,2022,15.04,0.081,,5.71,317,3384,-0.02
GJ 393 b,GJ 393,1,1,1,Radial Velocity,2021,7.02679,0.05402,,1.71,485,3579,-0.09
GJ 3942 b,GJ 3942,1,1,1,Radial Velocity,2017,6.905,0.0608,,7.14,590,3867,-0.04
GJ 3988 b,GJ 3988,1,1,1,Radial Velocity,2023,6.9442,0.0405,,3.69,348,3273,-0.12
GJ 3998 b,GJ 3998,1,1,3,Radial Velocity,2016,2.65033,0.03,,2.5,,3726,-0.13
GJ 3998 c,GJ 3998,1,1,3,Radial Velocity,2016,13.727,0.09,,6.82,,3726,-0.13
GJ 3998 d,GJ 3998,1,1,3,Radial Velocity,2025,41.78,0.189,,6.07,,3726,-0.13
GJ 411 b,GJ 411,1,1,2,Radial Velocity,2019,12.9394,0.07879,,2.69,,3719,-0.3621
GJ 414 A b,GJ 414 A,1,2,2,Radial Velocity,2021,50.8,0.2324,2.63,7.6,308.6,4120,0.24
GJ 414 A c,GJ 414 A,1,2,2,Radial Velocity,2021,749.83,1.4,8.4,53.83,124.7,4120,0.24
GJ 422 b,GJ 422,1,1,1,Radial Velocity,2014,20.129,0.111,,11.07,,,
GJ 4276 b,GJ 4276,1,1,1,Radial Velocity,2019,13.352,0.082,,16.57,,3387,0.12
GJ 433 b,GJ 433,1,1,3,Radial Velocity,2011,7.3705,0.062,,6.043,,,
GJ 433 c,GJ 433,1,1,3,Radial Velocity,2014,5094.105,4.819,,32.422,,,
GJ 433 d,GJ 433,1,1,3,Radial Velocity,2020,36.059,0.178,,5.223,,,
GJ 436 b,GJ 436,1,1,1,Radial Velocity,2004,2.64388312,0.0291,4.17,22.1,,,
GJ 463 b,GJ 463,1,1,1,Radial Velocity,2022,3459,3.53,,524.0990431,,3563,-0.16
GJ 480 b,GJ 480,1,1,1,Radial Velocity,2020,9.567,0.068,,13.2,,,
GJ 486 b,GJ 486,1,1,1,Radial Velocity,2021,1.46712127,0.01714,1.289,2.77,696.3,3317,-0.15
GJ 504 b,GJ 504,1,1,1,Imaging,2013,,43.5,,1271.3,510,6234,0.28
GJ 508.2 b,GJ 508.2,1,1,1,Radial Velocity,2025,5300,4.85,,587.982553,,3720,-0.15
GJ 514 b,GJ 514,1,1,1,Radial Velocity,2022,140.43,0.422,,5.2,202,3728,-0.14
GJ 536 b,GJ 536,1,1,2,Radial Velocity,2016,8.70874,0.0668,,6.37,451,3641,-0.08
GJ 536 c,GJ 536,1,1,2,Radial Velocity,2025,32.761,0.1617,,5.89,290.5,3641,-0.08
GJ 581 b,GJ 581,1,1,3,Radial Velocity,2005,5.3686,0.0399,,20.5,,3500,-0.08
GJ 581 c,GJ 581,1,1,3,Radial Velocity,2007,12.9211,0.0718,,6.81,,3500,-0.08
GJ 581 e,GJ 581,1,1,3,Radial Velocity,2009,3.1481,0.02799,,2.48,,3500,-0.08
GJ 625 b,GJ 625,1,1,1,Radial Velocity,2017,14.628,0.078361,,2.82,,3499,-0.38
GJ 649 b,GJ 649,1,1,1,Radial Velocity,2009,600.1,1.112,,81.99972901,,3734,-0.15
GJ 667 C b,GJ 667 C,1,3,5,Radial Velocity,2012,7.203,,,,,,
GJ 667 C c,GJ 667 C,1,3,5,Radial Velocity,2013,28.14,0.125,,3.8,,3350,-0.55
GJ 667 C e,GJ 667 C,1,3,5,Radial Velocity,2013,62.24,0.213,,2.7,,3350,-0.55
GJ 667 C f,GJ 667 C,1,3,5,Radial Velocity,2013,39.026,0.156,,2.7,,3350,-0.55
GJ 667 C g,GJ 667 C,1,3,5,Radial Velocity,2013,256.2,0.549,,4.6,,3350,-0.55
GJ 674 b,GJ 674,1,1,1,Radial Velocity,2007,4.6938,0.039,,11.09,,3600,-0.28
GJ 676 A b,GJ 676 A,1,2,4,Radial Velocity,2010,1051.44521,1.735,,1840.862133,,,
GJ 676 A c,GJ 676 A,1,2,4,Radial Velocity,2016,13921.42302,9.726,,4288.140867,,,
GJ 676 A d,GJ 676 A,1,2,4,Radial Velocity,2012,3.60076,0.039,,3.81394088,,,
GJ 676 A e,GJ 676 A,1,2,4,Radial Velocity,2012,35.47358,0.181,,6.67439655,,,
GJ 680 b,GJ 680,1,2,1,Radial Velocity,2022,17281.66514,10.138,,7977.493016,,,
GJ 682 b,GJ 682,1,1,2,Radial Velocity,2014,17.478,0.08,,4.4,,3028,
GJ 682 c,GJ 682,1,1,2,Radial Velocity,2014,57.32,0.176,,8.7,,3028,
GJ 685 b,GJ 685,1,1,1,Radial Velocity,2019,24.16,0.1344,,9,,3816,-0.15
GJ 687 b,GJ 687,1,1,2,Radial Velocity,2014,38.142,0.163,,17.2,,,
GJ 687 c,GJ 687,1,1,2,Radial Velocity,2020,727.562,1.165,,16,,,
GJ 720 A b,GJ 720 A,1,2,1,Radial Velocity,2021,19.466,0.119,,13.64,401,3837,-0.14
GJ 724 b,GJ 724,1,1,1,Radial Velocity,2023,5.101284,0.04685,,10.75,611,3799,-0.02
GJ 740 b,GJ 740,1,1,1,Radial Velocity,2021,2.37756,0.029,,2.96,829,3913,0.08
GJ 806 b,GJ 806,1,1,2,Transit,2023,0.9263237,0.01406,1.331,1.9,940,3600,-0.28
GJ 806 c,GJ 806,1,1,2,Radial Velocity,2023,6.64064,0.0523,,5.8,490,3600,-0.28
GJ 832 b,GJ 832,1,1,1,Radial Velocity,2008,3853,3.7,,314.6501229,,,
GJ 849 b,GJ 849,1,1,2,Radial Velocity,2006,1925.31,2.32,,283.8207675,,3467,0.09
GJ 849 c,GJ 849,1,1,2,Radial Velocity,2014,5990,4.95,,314.6501229,,3467,0.09
GJ 86 b,GJ 86,1,2,1,Radial Velocity,1999,15.76491,0.11,,1404.8086,,5182,-0.22
GJ 876 b,GJ 876,1,1,4,Radial Velocity,1998,61.1166,0.208317,,723.2235,,,
GJ 876 c,GJ 876,1,1,4,Radial Velocity,2000,30.0881,0.12959,,226.9846,,,
GJ 876 d,GJ 876,1,1,4,Radial Velocity,2005,1.93778,0.02080665,,6.83,,,
GJ 876 e,GJ 876,1,1,4,Radial Velocity,2010,124.26,0.3343,,14.6,,,
GJ 887 b,GJ 887,1,1,2,Radial Velocity,2020,9.262,0.068,,4.2,468,3688,-0.06
GJ 887 c,GJ 887,1,1,2,Radial Velocity,2020,21.789,0.12,,7.6,352,3688,-0.06
GJ 896 A b,GJ 896 A,1,2,1,Astrometry,2022,284.39,0.63965,,718.2921998,,,
GJ 900 b,GJ 900 A,1,3,1,Imaging,2024,,12000,,3496.112477,,,-0.63
GJ 9066 c,GJ 9066,1,1,1,Radial Velocity,2020,771.36,0.88,,66.74396547,,3154,-0.13
GJ 9404 b,GJ 9404,1,1,1,Radial Velocity,2023,13.4586,0.0943,,11.9,,,
GJ 96 b,GJ 96,1,1,1,Radial Velocity,2018,73.94,0.291,,19.66,,3785,0.14
GJ 9689 b,GJ 9689,1,1,1,Radial Velocity,2020,18.27,0.1139,,9.65,453.04,3836,0.05
GJ 9714 b,GJ 9714,1,1,1,Radial Velocity,2022,19240.75467,12.319,,2988.540511,,,
GJ 9773 b,GJ 9773,1,1,1,Radial Velocity,2025,2965,2.921,,172.580825,,3528,-0.2
GJ 9827 b,GJ 9827,1,1,3,Transit,2017,1.208974,0.0189,1.44,4.28,1035.01,4236,-0.29
GJ 9827 c,GJ 9827,1,1,3,Transit,2017,3.648103,0.0395,1.13,1.86,715.94,4236,-0.29
GJ 9827 d,GJ 9827,1,1,3,Transit,2017,6.20183,0.053,1.98,3.02,675,4236,-0.29
GPX-1 b,GPX-1,1,1,1,Transit,2021,1.744579,0.0338,16.47720163,6261.219618,2300,7000,0.35
GQ Lup b,GQ Lup,1,1,1,Imaging,2004,,100,33.6,6356,2650,,
GSC 06214-00210 b,GSC 06214-00210,1,1,1,Imaging,2010,,320,,5000,2300,4200,
GU Psc b,GU Psc,1,1,1,Imaging,2014,,2000,14.179,3591.3,1050,,0.1
Gaia-1 b,Gaia-1,1,1,1,Transit,2022,3.052524,0.04047,13.77583728,533.9517238,,5470,
Gaia-2 b,Gaia-2,1,1,1,Transit,2022,3.6915224,0.0467,14.81827249,259.6658085,,5720,
Gaia-4 b,Gaia-4,1,1,1,Astrometry,2025,571.3,,,3750.375203,,4034,0.05
Gaia-5 b,Gaia-5,1,1,1,Astrometry,2025,358.62,,,6633.078854,,3447,-0.18
Gaia22dkvL b,Gaia22dkvL,1,1,1,Microlensing,2024,,1.4,,187.8365885,,,
Gl 378 b,Gl 378,1,1,1,Radial Velocity,2019,3.822,0.039435,,13.02,830,3879,0.06
Gl 410 b,Gl 410,1,1,1,Radial Velocity,2025,6.02,0.0531,,8.4,,3842,0.05
Gl 49 b,Gl 49,1,2,1,Radial Velocity,2019,13.8508,0.0905,,5.63,,3805,0.13
Gl 686 b,Gl 686,1,1,1,Radial Velocity,2018,15.53,0.091,,6.624,,3656,-0.23
Gl 725 A b,Gl 725 A,1,2,1,Radial Velocity,2025,11.2201,0.068,,2.78,,3433,-0.19
Gliese 12 b,Gliese 12,1,1,1,Transit,2024,12.761408,0.0668,0.958,3.87,314.6,3296,-0.32
HAT-P-1 b,HAT-P-1,1,2,1,Transit,2006,4.46529976,0.05561,14.784671,166.86075,1322,5980,0.13
HAT-P-11 b,HAT-P-11,1,1,2,Transit,2008,4.888,0.05258,,23.51930212,,,
HAT-P-11 c,HAT-P-11,1,1,2,Radial Velocity,2018,3361,4.1,,851.7801308,,,
HAT-P-12 b,HAT-P-12,1,1,1,Transit,2009,3.2130598,0.0384,10.749,67.059,963,4650,-0.29
HAT-P-13 b,HAT-P-13,1,1,2,Transit,2009,2.91625,,14.258,270.462,,,
HAT-P-13 c,HAT-P-13,1,1,2,Radial Velocity,2009,446.27,,,4538.421,,,
HAT-P-14 b,HAT-P-14,1,2,1,Transit,2010,4.62767,,15.91678,1093.3352,,6600,0.11
HAT-P-15 b,HAT-P-15,1,1,1,Transit,2010,10.8635,,11.88154,616.5902,,5568,0.22
HAT-P-16 b,HAT-P-16,1,3,1,Transit,2010,,,14.68376472,,1566,,
HAT-P-17 b,HAT-P-17,1,1,2,Transit,2010,10.33852,,11.76945,184.3414,,5246,0
HAT-P-17 c,HAT-P-17,1,1,2,Radial Velocity,2010,5584,5.6,,1080.6,,5336.96,0.0512
HAT-P-18 b,HAT-P-18,1,1,1,Transit,2010,5.508023,0.0559,11.153,62.61,852,4803,0.1
HAT-P-19 b,HAT-P-19,1,1,1,Transit,2010,4.00878322,0.04599,11.29865255,88.03846874,981.2,4962,0.166
HAT-P-2 b,HAT-P-2,1,1,2,Transit,2007,5.6335158,0.06814,,2739.6946,,6380,0.18
HAT-P-2 c,HAT-P-2,1,1,2,Radial Velocity,2023,8500,,,3400.763955,,,
HAT-P-20 b,HAT-P-20,1,1,1,Transit,2010,2.875317,0.0361,9.718,2302.899,970,4595,0.35
HAT-P-21 b,HAT-P-21,1,1,1,Transit,2010,4.12448,,12.44199,1547.8321,,5588,0.01
HAT-P-22 b,HAT-P-22,1,2,1,Transit,2010,3.21222,,12.89035,785.0401,,5302,0.24
HAT-P-23 b,HAT-P-23,1,1,1,Transit,2010,1.212884,0.0232,15.334,664.237,2056,5905,0.15
HAT-P-24 b,HAT-P-24,1,2,1,Transit,2010,3.35524,,14.5717,238.3725,,6373,-0.16
HAT-P-25 b,HAT-P-25,1,1,1,Transit,2010,3.65281514,0.0466,12.722215,180.84527,1182,5519,0.294
HAT-P-26 b,HAT-P-26,1,1,1,Transit,2010,4.23452,,7.06167,22.2481,,5079,-0.04
HAT-P-27 b,HAT-P-27,1,2,1,Transit,2011,3.039577,0.04,11.43,197.05,,5316,0.3
HAT-P-28 b,HAT-P-28,1,1,1,Transit,2011,3.257215,0.0434,13.585,198.953,1384,5680,0.12
HAT-P-29 b,HAT-P-29,1,2,1,Transit,2011,5.72319,,13.11453,279.6904,,6087,0.21
HAT-P-3 b,HAT-P-3,1,2,1,Transit,2007,2.8997,,10.53646,206.5895,,5185,0.27
HAT-P-30 b,HAT-P-30,1,2,1,Transit,2011,2.8106,,16.14096,263.7989,,6304,0.13
HAT-P-31 b,HAT-P-31,1,1,1,Transit,2011,5.00542,,12.21781,721.4741,,6065,0.15
HAT-P-32 b,HAT-P-32,1,2,1,Transit,2011,2.1500082,0.03397,22.19382,216.1244,1835.7,6001,-0.16
HAT-P-33 b,HAT-P-33,1,2,1,Transit,2011,3.47447,,20.73665,292.4036,,6446,0.05
HAT-P-34 b,HAT-P-34,1,1,1,Transit,2011,5.452654,0.06774,13.417173,1058.3739,,6442,0.22
HAT-P-35 b,HAT-P-35,1,3,1,Transit,2011,3.646706,0.04978,14.930388,335.62848,,6096,0.11
HAT-P-36 b,HAT-P-36,1,1,1,Transit,2011,1.32734683,0.0241,14.313893,587.413406,1780.97,5620,
HAT-P-37 b,HAT-P-37,1,1,1,Transit,2011,2.797436,0.0379,13.204,371.528,1271,5500,0.03
HAT-P-38 b,HAT-P-38,1,1,1,Transit,2012,4.640382,0.0523,9.247,84.857,1082,5330,0.06
HAT-P-39 b,HAT-P-39,1,2,1,Transit,2012,3.54387,0.0509,17.609,190.372,1752,6430,0.19
HAT-P-4 b,HAT-P-4,1,2,1,Transit,2007,3.056536,0.04438,14.28,213.255,1686,5860,
HAT-P-40 b,HAT-P-40,1,1,1,Transit,2012,4.45724,,17.03768,152.5584,,6080,0.22
HAT-P-41 b,HAT-P-41,1,2,1,Transit,2012,2.69405,,22.97845,378.2177,,6390,0.21
HAT-P-42 b,HAT-P-42,1,1,1,Transit,2012,4.641878,0.0575,14.348,331.801,1428,5743,0.27
HAT-P-43 b,HAT-P-43,1,1,1,Transit,2012,3.3326414,0.0444,13.63,,1353,5693,0.2
HAT-P-44 b,HAT-P-44,1,1,2,Transit,2014,4.301219,0.0507,13.922,111.871,1108,5295,0.33
HAT-P-44 c,HAT-P-44,1,1,2,Radial Velocity,2014,872.2,1.752,,1271.3,,5295,0.33
HAT-P-45 b,HAT-P-45,1,1,1,Transit,2014,3.128992,0.0452,15.984,283.492,1652,6330,0.07
HAT-P-46 b,HAT-P-46,1,1,1,Transit,2014,4.463129,0.0577,14.392,156.684,1458,6120,0.3
HAT-P-49 b,HAT-P-49,1,1,1,Transit,2014,2.69155,,17.82231,699.226,,6820,0.07
HAT-P-5 b,HAT-P-5,1,1,1,Transit,2007,2.78849,,13.56289,311.4734,,5960,0.24
HAT-P-50 b,HAT-P-50,1,1,1,Transit,2015,3.1220109,0.0453,14.437192,429.0705,1862,6280,-0.18
HAT-P-51 b,HAT-P-51,1,1,1,Transit,2015,4.21802091,0.05042,13.50682174,97.57332095,1168.2,5453,0.302
HAT-P-52 b,HAT-P-52,1,1,1,Transit,2015,2.7535953,0.03694,11.309881,259.98494,1218,5131,0.28
HAT-P-53 b,HAT-P-53,1,1,1,Transit,2015,1.9616241,0.03159,14.773462,471.65972,1778,5956,0
HAT-P-54 b,HAT-P-54,1,1,1,Transit,2015,3.799847,0.04117,10.581296,241.5508,818,4390,-0.127
HAT-P-55 b,HAT-P-55,1,1,1,Transit,2015,3.5852313,0.04628,14.84069045,189.4257306,1367,5804,0.003
HAT-P-56 b,HAT-P-56,1,1,1,Transit,2015,2.79083,,16.92559,734.1873,,6566,0
HAT-P-57 b,HAT-P-57,1,3,1,Transit,2015,2.4653,,19.50366,448.1403,,6330,-0.25
HAT-P-58 b,HAT-P-58,1,1,1,Transit,2021,4.0138379,0.04994,14.93036229,118.2321674,1622,6078,-0.224
HAT-P-59 b,HAT-P-59,1,1,1,Transit,2021,4.1419771,0.05064,12.58768533,489.4557468,1277.8,5678,0.217
HAT-P-6 b,HAT-P-6,1,1,1,Transit,2007,3.85298,,16.58932,419.5356,,6570,-0.13
HAT-P-60 b,HAT-P-60,1,1,1,Transit,2021,4.7947813,0.06277,18.28184752,182.4335056,1772,6212,0.037
HAT-P-61 b,HAT-P-61,1,1,1,Transit,2021,1.90231289,0.0301,10.07687365,335.9446262,1505,5587,0.194
HAT-P-62 b,HAT-P-62,1,1,1,Transit,2021,2.6453235,0.03772,12.02723629,241.8674177,1512,5629,0.414
HAT-P-63 b,HAT-P-63,1,1,1,Transit,2021,3.377728,0.04294,12.5428494,195.1466419,1237,5400,0.251
HAT-P-64 b,HAT-P-64,1,1,1,Transit,2021,4.007232,0.05387,19.08889413,184.3404761,1766,6457,-0.113
HAT-P-65 b,HAT-P-65,1,1,1,Transit,2016,2.60544751,0.04042,18.05766791,176.0769375,1818,5872,0.208
HAT-P-66 b,HAT-P-66,1,1,1,Transit,2016,2.972086,0.04363,17.82231,248.86089,1896,6002,0.035
HAT-P-67 b,HAT-P-67,1,2,1,Transit,2017,4.8101025,0.06505,23.370765,108.0622,1903,6406,-0.08
HAT-P-68 b,HAT-P-68,1,1,1,Transit,2020,2.29840551,0.02996,12.016048,230.10892,1027.8,4508,-0.059
HAT-P-69 b,HAT-P-69,1,1,1,Transit,2019,4.7869491,0.06555,18.786284,1137.8314,1930,7394,-0.069
HAT-P-7 b,HAT-P-7,1,2,1,Transit,2008,2.20474,,16.92559,584.8072,,6389,0.26
HAT-P-70 b,HAT-P-70,1,1,1,Transit,2019,2.74432452,0.04739,20.96083,2154.8874,2562,8450,-0.059
HAT-P-8 b,HAT-P-8,1,3,1,Transit,2008,3.07634,,15.6926,406.8224,,6200,0.01
HAT-P-9 b,HAT-P-9,1,1,1,Transit,2008,3.92281072,0.05287,15.614137,238.05467,1540,6350,0.12
HATS-1 b,HATS-1,1,1,1,Transit,2012,3.446459,0.0444,14.594,589.55,1359,5870,-0.06
HATS-10 b,HATS-10,1,1,1,Transit,2015,3.312846,0.04491,10.861521,167.17858,1407,5880,0.15
HATS-11 b,HATS-11,1,1,1,Transit,2016,3.619188,0.0507,18.03,,1596,6563,0.03
HATS-12 b,HATS-12,1,1,1,Transit,2016,3.142702,0.0441,7.76,,1446,6357,-0.1
HATS-13 b,HATS-13,1,1,1,Transit,2015,3.0440499,0.04057,13.585308,172.58169,1244,5523,0.05
HATS-14 b,HATS-14,1,1,1,Transit,2015,2.7667641,0.03815,11.646151,340.39593,1276,5346,0.33
HATS-15 b,HATS-15,1,1,1,Transit,2016,1.74748753,0.02712,12.385945,689.6911,1505,5311,0
HATS-16 b,HATS-16,1,1,1,Transit,2016,2.686502,0.03744,14.5717,1039.3041,1592,5738,-0.1
HATS-17 b,HATS-17,1,1,1,Transit,2016,16.254611,0.1308,8.709393,425.25654,814,5846,0.3
HATS-18 b,HATS-18,1,1,1,Transit,2016,0.83784,0.0174,14.896761,629.144485,2069.48,5600,
HATS-2 b,HATS-2,1,1,1,Transit,2013,1.35413379,0.02317,12.57647635,435.4249176,1550,,
HATS-22 b,HATS-22,1,1,1,Transit,2017,4.7228124,0.05025,10.682177,870.8542,858,4803,0
HATS-23 b,HATS-23,1,1,1,Transit,2017,2.1605156,0.03397,20.84874,467.2101,1654,5780,0.28
HATS-24 b,HATS-24,1,1,1,Transit,2017,1.3484978,0.0238,15.636555,718.2958,2166,6125,-0.229
HATS-25 b,HATS-25,1,1,1,Transit,2016,4.2986432,0.05163,14.12334,194.82979,1277,5715,0.02
HATS-26 b,HATS-26,1,1,1,Transit,2016,3.3023881,0.04735,19.61575,206.5895,1918,6071,-0.02
HATS-27 b,HATS-27,1,1,1,Transit,2016,4.637038,0.0611,16.8135,168.4499,1659,6438,0.09
HATS-28 b,HATS-28,1,1,1,Transit,2016,3.1810781,0.04131,13.383546,213.58176,1253,5498,0.01
HATS-29 b,HATS-29,1,1,1,Transit,2016,4.6058749,0.05475,14.022459,207.54299,1212,5670,0.16
HATS-3 b,HATS-3,1,1,1,Transit,2013,3.547851,0.0485,15.48,340.382,1648,6351,-0.157
HATS-30 b,HATS-30,1,2,1,Transit,2016,3.1743516,0.04354,13.170575,224.38798,1414,5943,0.06
HATS-31 b,HATS-31,1,1,1,Transit,2016,3.37796,0.0478,18.38276,279.6904,1823,6050,0
HATS-32 b,HATS-32,1,1,1,Transit,2016,2.8126548,0.04024,14.000041,292.4036,1437,5700,0.39
HATS-33 b,HATS-33,1,1,1,Transit,2016,2.5495551,0.03727,13.78707,378.85336,1429,5659,0.29
HATS-34 b,HATS-34,1,1,1,Transit,2016,2.1061607,0.03166,16.02887,299.07803,1445,5380,0.25
HATS-35 b,HATS-35,1,1,1,Transit,2016,1.8209993,0.03199,16.409976,388.38826,2037,6300,0.21
HATS-36 b,HATS-36,1,1,1,Transit,2018,4.175186,0.0523,12.92,,1203,5950,0.15
HATS-37 A b,HATS-37 A,1,2,1,Transit,2020,4.3315366,0.04913,6.792654,31.46517,1085,5326,0.051
HATS-38 b,HATS-38,1,1,1,Transit,2020,4.375021,0.05036,6.882326,23.51942,1294,5732,-0.102
HATS-39 b,HATS-39,1,1,1,Transit,2018,4.5776348,0.06007,17.59813,200.2329,1645,6572,0
HATS-4 b,HATS-4,1,1,1,Transit,2014,2.516729,0.0362,11.433,420.471,1315,5403,0.43
HATS-40 b,HATS-40,1,1,1,Transit,2018,3.2642736,0.04997,17.71022,505.3497,2101,6460,0.01
HATS-41 b,HATS-41,1,1,1,Transit,2018,4.193649,0.0583,14.90797,3082.951,1710,6424,0.47
HATS-42 b,HATS-42,1,1,1,Transit,2018,2.292102,0.03689,15.6926,597.5204,1856,6060,0.22
HATS-43 b,HATS-43,1,1,1,Transit,2018,4.3888497,0.04944,13.22662,82.95363,1003,5099,0.05
HATS-44 b,HATS-44,1,1,1,Transit,2018,2.7439004,0.03649,11.960003,177.9848,1161,5080,0.32
HATS-45 b,HATS-45,1,1,1,Transit,2018,4.1876244,0.05511,14.414774,222.481,1518,6450,0.02
HATS-46 b,HATS-46,1,1,1,Transit,2018,4.7423729,0.05367,10.121727,54.98459,1054,5495,-0.06
HATS-47 b,HATS-47,1,1,1,Transit,2020,3.9228038,0.04269,12.520453,117.27927,852.9,4512,-0.113
HATS-48 A b,HATS-48 A,1,2,1,Transit,2020,3.1316666,0.03769,8.9672,77.23269,954.6,4546,0.186
HATS-49 b,HATS-49,1,1,1,Transit,2020,4.1480467,0.04515,8.574885,112.19399,834.8,4405,0.208
HATS-5 b,HATS-5,1,1,1,Transit,2014,4.763387,0.0542,10.223,75.323,1025,5304,0.19
HATS-50 b,HATS-50,1,1,1,Transit,2017,3.8297015,0.05046,12.66617,123.9537,,5990,
HATS-51 b,HATS-51,1,1,1,Transit,2017,3.3488702,0.04639,15.80469,244.09344,1553,5758,
HATS-52 b,HATS-52,1,1,1,Transit,2017,1.36665436,0.02498,15.490838,711.9392,1834,6010,
HATS-53 b,HATS-53,1,1,1,Transit,2017,3.8537768,0.04753,15.02006,189.10885,1312,5644,
HATS-54 b,HATS-54,1,1,1,Transit,2019,2.5441765,0.037,11.37711541,239.3247905,1429,5621,0.37
HATS-55 b,HATS-55,1,1,1,Transit,2019,4.2042001,0.05412,14.022459,292.72143,1367,6214,0.108
HATS-56 b,HATS-56,1,1,1,Transit,2019,4.324799,0.06043,18.920792,191.33366,1902,6536,0.19
HATS-57 b,HATS-57,1,1,1,Transit,2019,2.350621,0.03493,12.767051,1000.21101,1413.4,5587,0.268
HATS-58 A b,HATS-58 A,1,2,1,Transit,2019,4.2180896,0.05798,12.273855,327.3649,1721,7175,
HATS-59 b,HATS-59,1,1,2,Transit,2018,5.416081,0.06112,12.621334,256.17098,1128,5670,0.18
HATS-59 c,HATS-59,1,1,2,Radial Velocity,2018,1422,2.504,,4036.441,175.9,5670,0.18
HATS-6 b,HATS-6,1,1,1,Transit,2015,3.3252725,0.03623,11.186582,101.38777,712.8,3724,0.2
HATS-60 b,HATS-60,1,1,1,Transit,2018,3.560829,0.04708,12.923977,210.40346,1528,5688,0.335
HATS-61 b,HATS-61,1,1,1,Transit,2018,7.817953,0.07908,13.394755,1080.622,1226.1,5542,0.247
HATS-62 b,HATS-62,1,1,1,Transit,2018,3.2768837,0.04163,11.825495,56.89157,1237,5416,0.133
HATS-63 b,HATS-63,1,1,1,Transit,2018,3.0566527,0.04026,13.529263,305.1168,1398.3,5627,0.081
HATS-64 b,HATS-64,1,1,1,Transit,2018,4.908897,0.06562,18.819911,305.1168,1793,6554,0.22
HATS-65 b,HATS-65,1,2,1,Transit,2018,3.105161,0.04497,16.824709,260.93843,1634,6277,0.199
HATS-66 b,HATS-66,1,1,1,Transit,2018,3.1414391,0.04714,15.815899,1694.0339,1998,6626,-0.017
HATS-67 b,HATS-67,1,1,1,Transit,2018,1.6091788,0.03032,18.887165,460.8535,2193,6594,0.332
HATS-68 b,HATS-68,1,1,1,Transit,2018,3.5862202,0.05071,13.809488,410.0007,1741,6147,0.21
HATS-69 b,HATS-69,1,1,1,Transit,2018,2.2252577,0.03211,10.592505,183.38791,1295.7,5137,0.377
HATS-7 b,HATS-7,1,1,1,Transit,2015,3.185315,0.04012,6.310667,38.1396,1084,4985,0.25
HATS-70 b,HATS-70,1,1,1,Transit,2019,1.8882378,0.03632,15.513256,4100.007,2730,7930,0.041
HATS-71 b,HATS-71,1,1,1,Transit,2020,3.7955202,0.03745,11.478016,117.5971,586.8,3405,0.17
HATS-72 b,HATS-72,1,1,1,Transit,2020,7.3279474,0.066517,8.0973816,39.855882,739.3,4656.1,0.099
HATS-74 A b,HATS-74 A,1,2,1,Transit,2021,1.73185606,0.02384,11.56766808,464.0294742,895.1,3776.9,0.514
HATS-75 b,HATS-75,1,1,1,Transit,2021,2.7886556,0.032742,9.90873894,156.0537478,772.3,3790.4,0.522
HATS-76 b,HATS-76,1,1,1,Transit,2021,1.9416423,0.02658,12.09449018,835.570882,939.8,4016,0.322
